token_spacy,lemma,pos,info pos
ivre,ivre,ADJ,adjective
"
","
",SPACE,space
Bataille,bataille,NOUN,noun
contre,contre,ADP,adposition
les,le,DET,determiner
Perses,perse,NOUN,noun
"
","
",SPACE,space
Chien,chien,NOUN,noun
léchant,lécher,VERB,verb
sa,son,DET,determiner
blessure,blessure,NOUN,noun
"
","
",SPACE,space
Combat,combat,NOUN,noun
contre,contre,ADP,adposition
les,le,DET,determiner
Magnésiens,magnésien,NOUN,noun
"
","
",SPACE,space
Fortune,fortune,NOUN,noun
assise,asseoir,ADJ,adjective
"
","
",SPACE,space
Héros,héros,NOUN,noun
nu,nu,DET,determiner
"
","
",SPACE,space
Jeunes,jeune,ADJ,adjective
Filles,fille,NOUN,noun
sacrifiant,sacrifier,VERB,verb
à,à,ADP,adposition
Ai^témis,ai^témi,NOUN,noun
"
","
",SPACE,space
Klitus,Klitus,PROPN,proper noun
équestre,équestre,ADJ,adjective
"
","
",SPACE,space
Néoptolème,Néoptolème,PROPN,proper noun
à,à,ADP,adposition
cheval,cheval,NOUN,noun
"
","
",SPACE,space
Néoptolème,Néoptolème,PROPN,proper noun
à,à,ADP,adposition
cheval,cheval,NOUN,noun
",",",",PUNCT,punctuation
combattant,combattre,VERB,verb
contre,contre,ADP,adposition
les,le,DET,determiner
Perses,perse,NOUN,noun
"
","
",SPACE,space
Pompe,pompe,NOUN,noun
du,de,ADP,adposition
Mc,Mc,PROPN,proper noun
-,-,PROPN,proper noun
gabijze,gabijze,PROPN,proper noun
"
","
",SPACE,space
Pompe,pompe,NOUN,noun
du,de,ADP,adposition
Mcgahyze,Mcgahyze,PROPN,proper noun
"
","
",SPACE,space
Procession,procession,NOUN,noun
du,de,ADP,adposition
Mcgabyze,Mcgabyze,PROPN,proper noun
"
","
",SPACE,space
Pé,Pé,PROPN,proper noun
-,-,NOUN,noun
cheur,cheur,NOUN,noun
africain,africain,ADJ,adjective
"
","
",SPACE,space
Satyre,Satyre,PROPN,proper noun
couvert,couvrir,VERB,verb
d',de,ADP,adposition
une,un,DET,determiner
peau,peau,NOUN,noun
de,de,ADP,adposition
panthèr,panthèr,ADV,adverb
"
","
",SPACE,space
Siège,siège,NOUN,noun
d'^chalie,d'^chalie,VERB,verb
"
","
",SPACE,space
Tisseuses,tisseur,NOUN,noun
delaine,delain,ADJ,adjective
"
","
",SPACE,space
UippoUjte,uippoujte,ADP,adposition
saisi,saisir,VERB,verb
d',de,ADP,adposition
effroi,effroi,NOUN,noun
"
","
",SPACE,space
V,v,ADJ,adjective
Alexandre,Alexandre,PROPN,proper noun
Ton,Ton,PROPN,proper noun
-,-,NOUN,noun
nanl,nanl,NOUN,noun
"
","
",SPACE,space
VHcraklès,vhcraklè,NOUN,noun
tournant,tourner,VERB,verb
le,le,DET,determiner
dos,dos,NOUN,noun
"
","
",SPACE,space
Victoire,victoire,NOUN,noun
couronnant,couronner,VERB,verb
un,un,DET,determiner
héros,héros,NOUN,noun
"
","
",SPACE,space
Vro,Vro,PROPN,proper noun
-,-,PUNCT,punctuation
cession,cession,NOUN,noun
du,de,ADP,adposition
Mégabipe,Mégabipe,PROPN,proper noun
"
","
",SPACE,space
Yictùire,Yictùire,PROPN,proper noun
ailée,ailé,ADJ,adjective
portant,porter,VERB,verb
des,un,DET,determiner
trophées,trophée,NOUN,noun
"
","
",SPACE,space
Zeus,Zeus,PROPN,proper noun
Tonnant,tonner,VERB,verb
"
","
",SPACE,space
acteur,acteur,NOUN,noun
tragique,tragique,ADJ,adjective
Gorgosthènes,Gorgosthènes,PROPN,proper noun
"
","
",SPACE,space
guerrier,guerrier,NOUN,noun
allant,aller,VERB,verb
au,au,ADP,adposition
combat,combat,NOUN,noun
"
","
",SPACE,space
guerrier,guerrier,NOUN,noun
revenant,revenir,VERB,verb
du,de,ADP,adposition
combat,combat,NOUN,noun
"
","
",SPACE,space
hétaïres,hétaïre,ADJ,adjective
tués,tuer,VERB,verb
au,au,ADP,adposition
combat,combat,NOUN,noun
"
","
",SPACE,space
jeune,jeune,ADJ,adjective
Perse,Perse,PROPN,proper noun
vaincu,vaincre,VERB,verb
"
","
",SPACE,space
roi,roi,NOUN,noun
d',de,ADP,adposition
Egypte,Egypte,PROPN,proper noun
chas,chas,NOUN,noun
-,-,PUNCT,punctuation
sant,sant,NOUN,noun
"
","
",SPACE,space
Alexandre,Alexandre,PROPN,proper noun
entouré,entourer,VERB,verb
de,de,ADP,adposition
Kas,Kas,PROPN,proper noun
-,-,PROPN,proper noun
tôr,tôr,NOUN,noun
et,et,CCONJ,coordinating conjunction
de,de,ADP,adposition
Polydeukès,Polydeukès,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
couronné,couronner,VERB,verb
par,par,ADP,adposition
la,le,DET,determiner
Victoire,victoire,NOUN,noun
"
","
",SPACE,space
Alexandre,Alexandre,PROPN,proper noun
à,à,ADP,adposition
cheval,cheval,NOUN,noun
combattant,combattant,ADJ,adjective
au,au,ADP,adposition
Granique,Granique,PROPN,proper noun
"
","
",SPACE,space
Antigène,antigène,NOUN,noun
cuirassé,cuirassé,ADJ,adjective
marchant,marcher,VERB,verb
à,à,ADP,adposition
côté,côté,NOUN,noun
de,de,ADP,adposition
son,son,DET,determiner
cheval,cheval,NOUN,noun
"
","
",SPACE,space
Aphrodite,Aphrodite,PROPN,proper noun
naissant,naître,VERB,verb
au,au,ADP,adposition
monde,monde,NOUN,noun
"
","
",SPACE,space
Artcmis,Artcmis,PROPN,proper noun
au,au,ADP,adposition
milieu,milieu,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
eliœur,eliœur,NOUN,noun
de,de,ADP,adposition
jeunes,jeune,ADJ,adjective
filles,fille,NOUN,noun
qui,qui,PRON,pronoun
sacrifient,sacrifier,VERB,verb
"
","
",SPACE,space
Hélène,Hélène,PROPN,proper noun
habillée,habiller,VERB,verb
de,de,ADP,adposition
riches,riche,ADJ,adjective
étoffes,étoffe,NOUN,noun
et,et,CCONJ,coordinating conjunction
constellée,consteller,VERB,verb
de,de,ADP,adposition
bijoux,bijou,NOUN,noun
"
","
",SPACE,space
UippoUjte,uippoujte,ADP,adposition
saisi,saisir,VERB,verb
d',de,ADP,adposition
effroi,effroi,NOUN,noun
à,à,ADP,adposition
la,le,DET,determiner
vue,vue,NOUN,noun
du,de,ADP,adposition
taureau,taureau,NOUN,noun
en,en,ADP,adposition
-,-,PROPN,proper noun
voyé,voyer,VERB,verb
contre,contre,ADP,adposition
lui,luire,PRON,pronoun
"
","
",SPACE,space
fille,fille,NOUN,noun
de,de,ADP,adposition
Latone,Latone,PROPN,proper noun
guidée,guider,VERB,verb
par,par,ADP,adposition
l',le,DET,determiner
Amour,amour,NOUN,noun
et,et,CCONJ,coordinating conjunction
contemplant,contempler,VERB,verb
le,le,DET,determiner
sommeil,sommeil,NOUN,noun
d',de,ADP,adposition
Endymiôn,Endymiôn,PROPN,proper noun
"
","
",SPACE,space
guerrier,guerrier,NOUN,noun
revenant,revenir,VERB,verb
du,de,ADP,adposition
combat,combat,NOUN,noun
sur,sur,ADP,adposition
son,son,DET,determiner
cheval,cheval,NOUN,noun
en,en,ADP,adposition
feu,feu,NOUN,noun
"
","
",SPACE,space
jeune,jeune,ADJ,adjective
Perse,Perse,PROPN,proper noun
vaincu,vaincre,VERB,verb
",",",",PUNCT,punctuation
assis,asseoir,VERB,verb
contre,contre,ADP,adposition
un,un,DET,determiner
trophée,trophée,NOUN,noun
"
","
",SPACE,space
roi,roi,NOUN,noun
sous,sou,ADP,adposition
la,le,DET,determiner
figure,figure,NOUN,noun
de,de,ADP,adposition
Zeus,Zeus,PROPN,proper noun
Tonnant,tonner,VERB,verb
"
","
",SPACE,space
sujet,sujet,NOUN,noun
d',de,ADP,adposition
Alexandre,Alexandre,PROPN,proper noun
hésitant,hésiter,VERB,verb
entre,entrer,ADP,adposition
le,le,DET,determiner
pardon,pardon,NOUN,noun
et,et,CCONJ,coordinating conjunction
la,le,DET,determiner
ven,ven,PROPN,proper noun
-,-,PROPN,proper noun
geance,geanc,ADJ,adjective
"
","
",SPACE,space
vingt-cinq,vingt-cinq,NUM,numeral
hétaïres,hétaïre,NOUN,noun
tués,tuer,VERB,verb
au,au,ADP,adposition
combat,combat,NOUN,noun
du,de,ADP,adposition
Granique,Granique,PROPN,proper noun
"
","
",SPACE,space
éléphants,éléphant,NOUN,noun
armés,armer,VERB,verb
en,en,ADP,adposition
guerre,guerre,NOUN,noun
"
","
",SPACE,space
Apoxyoménos,Apoxyoménos,PROPN,proper noun
"
","
",SPACE,space
Diadumène,Diadumène,PROPN,proper noun
"
","
",SPACE,space
Hermès,Hermès,PROPN,proper noun
(,(,PUNCT,punctuation
terme,terme,NOUN,noun
),),PUNCT,punctuation
"
","
",SPACE,space
Hermès,Hermès,PROPN,proper noun
criophore,criophore,X,other
"
","
",SPACE,space
VASES,vase,NOUN,noun
ANTIQUES,ANTIQUES,PROPN,proper noun
DU,de,ADP,adposition
LOUVRE,LOUVRE,PROPN,proper noun
"
","
",SPACE,space
Vases,vase,NOUN,noun
antiques,antique,ADJ,adjective
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
Artémis,Artémis,PROPN,proper noun
dite,dire,VERB,verb
Persique,Persique,PROPN,proper noun
"
","
",SPACE,space
Animaux,animal,NOUN,noun
dévorant,dévorer,VERB,verb
"
","
",SPACE,space
Animaux,animal,NOUN,noun
fantastiques,fantastique,ADJ,adjective
"
","
",SPACE,space
Armement,armement,NOUN,noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
d,d,ADP,adposition
',',ADP,adposition
"
","
",SPACE,space
Banquet,Banquet,PROPN,proper noun
(,(,PUNCT,punctuation
apprêts,apprêt,NOUN,noun
du,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Banquets,banquet,NOUN,noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Chasse,chasse,NOUN,noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Compagnons,Compagnons,PROPN,proper noun
d',de,ADP,adposition
Ulysse,Ulysse,PROPN,proper noun
"
","
",SPACE,space
Cérémonies,cérémonie,NOUN,noun
religieuses,religieux,ADJ,adjective
"
","
",SPACE,space
Dispute,dispute,NOUN,noun
du,de,ADP,adposition
trépied,trépied,NOUN,noun
"
","
",SPACE,space
Départs,Départs,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
retours,retour,NOUN,noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
"
","
",SPACE,space
Enlèvements,enlèvement,NOUN,noun
et,et,CCONJ,coordinating conjunction
poursuites,poursuite,NOUN,noun
amoureuses,amoureux,ADJ,adjective
"
","
",SPACE,space
Exposition,exposition,NOUN,noun
du,de,ADP,adposition
mort,mort,NOUN,noun
"
","
",SPACE,space
Femmes,femme,NOUN,noun
à,à,ADP,adposition
la,le,DET,determiner
fontaine,fontaine,NOUN,noun
"
","
",SPACE,space
Foulage,foulage,NOUN,noun
du,de,ADP,adposition
raisin,raisin,NOUN,noun
"
","
",SPACE,space
Gynécée,Gynécée,PROPN,proper noun
(,(,PUNCT,punctuation
scènesde,scènesde,PROPN,proper noun
),),PUNCT,punctuation
"
","
",SPACE,space
Javelot,Javelot,PROPN,proper noun
(,(,PUNCT,punctuation
exercice,exercice,NOUN,noun
du,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Lavage,lavage,NOUN,noun
des,de,ADP,adposition
vêtements,vêtement,NOUN,noun
"
","
",SPACE,space
Palestre,Palestre,PROPN,proper noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Poursuites,poursuite,NOUN,noun
amoureuses,amoureux,ADJ,adjective
"
","
",SPACE,space
Sacrifice,Sacrifice,PROPN,proper noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
Silène,Silène,PROPN,proper noun
mort,mourir,VERB,verb
"
","
",SPACE,space
Tirage,tirage,NOUN,noun
au,au,ADP,adposition
sort,sortir,VERB,verb
"
","
",SPACE,space
Toilette,toilette,NOUN,noun
(,(,PUNCT,punctuation
scènes,scène,NOUN,noun
de,de,ADP,adposition
),),PUNCT,punctuation
"
","
",SPACE,space
scènes,scène,NOUN,noun
d',de,ADP,adposition
ivresse,ivresse,NOUN,noun
"
","
",SPACE,space
Érastes,Érastes,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
éromènes,éromène,NOUN,noun
"
","
",SPACE,space
l',le,DET,determiner
Athéna,Athéna,PROPN,proper noun
"
","
",SPACE,space
Athéna,Athéna,PROPN,proper noun
Promachos,Promachos,PROPN,proper noun
.,.,PUNCT,punctuation
Peinture,peinture,NOUN,noun
d',de,ADP,adposition
une,un,DET,determiner
amphore,amphore,NOUN,noun
panathénaïque.(Musée,panathénaïque.(muser,VERB,verb
de,de,ADP,adposition
Leyde,Leyde,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
Athéna,Athéna,PROPN,proper noun
.,.,PUNCT,punctuation
Promachos,Promachos,PROPN,proper noun
.,.,PUNCT,punctuation
Peinture,peintur,ADJ,adjective
"
","
",SPACE,space
Combat,combat,NOUN,noun
d',de,ADP,adposition
Héraclès,Héraclès,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
d',de,ADP,adposition
Antéc,Antéc,PROPN,proper noun
.,.,PUNCT,punctuation
Peinture,peinture,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
cratère,cratère,NOUN,noun
d',de,ADP,adposition
Euphronios,Euphronios,PROPN,proper noun
.,.,PUNCT,punctuation
'(Musée,'(muser,VERB,verb
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
Exposition,exposition,NOUN,noun
du,de,ADP,adposition
mort,mort,NOUN,noun
"
","
",SPACE,space
HÉRACLÈS,HÉRACLÈS,PROPN,proper noun
CONDUIT,CONDUIT,PROPN,proper noun
DANS,dans,ADP,adposition
L',le,DET,determiner
OLYMPE,OLYMPE,PROPN,proper noun
PAR,par,ADP,adposition
ATHENA,ATHENA,PROPN,proper noun
Peinture,peintur,ADJ,adjective
d',de,ADP,adposition
une,un,DET,determiner
amphore,amphore,NOUN,noun
"
","
",SPACE,space
Ouvriers,ouvrier,NOUN,noun
travaillant,travailler,VERB,verb
dans,dans,ADP,adposition
une,un,DET,determiner
carrière,carrière,NOUN,noun
.,.,PUNCT,punctuation
Plaque,plaqu,ADJ,adjective
corinthienne,corinthien,ADJ,adjective
du,de,ADP,adposition
musée,musée,NOUN,noun
de,de,ADP,adposition
Berlin,Berlin,PROPN,proper noun
"
","
",SPACE,space
Poséidon,Poséidon,PROPN,proper noun
.,.,PUNCT,punctuation
Plaque,plaqu,ADJ,adjective
corinthienne,corinthien,ADJ,adjective
du,de,ADP,adposition
musée,musée,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
Potier,potier,NOUN,noun
fabriquant,fabriquer,VERB,verb
un,un,DET,determiner
vase,vase,NOUN,noun
.,.,PUNCT,punctuation
Plaque,plaqu,ADJ,adjective
corinthienne,corinthien,ADJ,adjective
du,de,ADP,adposition
musée,musée,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
buste,buste,NOUN,noun
d',de,ADP,adposition
Athéna,Athéna,PROPN,proper noun
"
","
",SPACE,space
lamentation,lamentation,NOUN,noun
funèbre,funèbre,NOUN,noun
.,.,PUNCT,punctuation
Plaque,plaqu,ADJ,adjective
"
","
",SPACE,space
plaque,plaque,NOUN,noun
de,de,ADP,adposition
Berlin,Berlin,PROPN,proper noun
"
","
",SPACE,space
plaque,plaque,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
plaque,plaque,NOUN,noun
du,de,ADP,adposition
musée,musée,NOUN,noun
de,de,ADP,adposition
Berlin,Berlin,PROPN,proper noun
"
","
",SPACE,space
plaques,plaque,NOUN,noun
du,de,ADP,adposition
musée,musée,NOUN,noun
de,de,ADP,adposition
Berlin,Berlin,PROPN,proper noun
"
","
",SPACE,space
représentation,représentation,NOUN,noun
de,de,ADP,adposition
Poséidon,Poséidon,PROPN,proper noun
"
","
",SPACE,space
représentation,représentation,NOUN,noun
de,de,ADP,adposition
l',le,DET,determiner
exposition,exposition,NOUN,noun
du,de,ADP,adposition
mort,mort,NOUN,noun
"
","
",SPACE,space
représentation,représentation,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
course,course,NOUN,noun
aux,à,ADP,adposition
flambeaux,flambeau,NOUN,noun
"
","
",SPACE,space
représentations,représentation,NOUN,noun
du,de,ADP,adposition
pentathle,pentathle,NOUN,noun
"
","
",SPACE,space
tablette,tablette,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
",",",",PUNCT,punctuation
un,un,DET,determiner
potier,potier,NOUN,noun
travaillant,travailler,VERB,verb
dans,dans,ADP,adposition
son,son,DET,determiner
atelier,atelier,NOUN,noun
"
","
",SPACE,space
tablettes,tablette,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
vase,vase,NOUN,noun
Burgon,Burgon,PROPN,proper noun
"
","
",SPACE,space
vase,vase,NOUN,noun
Burgon,Burgon,PROPN,proper noun
.,.,PUNCT,punctuation
(,(,PUNCT,punctuation
British,British,X,other
Muséum,Muséum,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
vase,vase,NOUN,noun
Burgon.(British,Burgon.(British,PROPN,proper noun
Muséum,Muséum,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
Convoi,convoi,NOUN,noun
funèbre,funèbre,NOUN,noun
",",",",PUNCT,punctuation
plaque,plaque,NOUN,noun
estampée,estamper,VERB,verb
en,en,ADP,adposition
terre,terre,NOUN,noun
cuite,cuire,VERB,verb
"
","
",SPACE,space
lamentation,lamentation,NOUN,noun
funèbre,funèbre,NOUN,noun
.,.,PUNCT,punctuation
Plaque,plaque,NOUN,noun
de,de,ADP,adposition
terre,terre,NOUN,noun
cuite,cuire,VERB,verb
peinte,peindre,VERB,verb
"
 ","
 ",SPACE,space
on,on,PRON,pronoun
voit,voir,VERB,verb
des,un,DET,determiner
groupes,groupe,NOUN,noun
de,de,ADP,adposition
pugilistes,pugiliste,NOUN,noun
",",",",PUNCT,punctuation
de,de,ADP,adposition
pancratiastes,pancratiaste,NOUN,noun
ou,ou,CCONJ,coordinating conjunction
de,de,ADP,adposition
lutteurs,lutteur,NOUN,noun
"
","
",SPACE,space
Athéna,Athéna,PROPN,proper noun
.,.,PUNCT,punctuation
Promachos,Promachos,PROPN,proper noun
.,.,PUNCT,punctuation
Peinture,peintur,ADJ,adjective
de-la,de-la,ADJ,adjective
face,face,NOUN,noun
du,de,ADP,adposition
vase,vase,NOUN,noun
Burgon.(British,Burgon.(British,PROPN,proper noun
Muséum,Muséum,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
Au,au,ADP,adposition
même,même,ADJ,adjective
ordre,ordre,NOUN,noun
de,de,ADP,adposition
sujets,sujet,NOUN,noun
appartient,appartenir,VERB,verb
la,le,DET,determiner
représentation,représentation,NOUN,noun
de,de,ADP,adposition
l',le,DET,determiner
exposition,exposition,NOUN,noun
du,de,ADP,adposition
mort,mort,NOUN,noun
"
","
",SPACE,space
D',de,ADP,adposition
un,un,DET,determiner
côté,côté,NOUN,noun
est,être,AUX,auxiliary
Athéna,Athéna,PROPN,proper noun
"
","
",SPACE,space
De,de,ADP,adposition
l',le,DET,determiner
autre,autre,ADJ,adjective
côté,côté,NOUN,noun
du,de,ADP,adposition
vase,vase,NOUN,noun
est,être,AUX,auxiliary
un,un,DET,determiner
char,char,NOUN,noun
à,à,ADP,adposition
deux,deux,NUM,numeral
chevaux,cheval,NOUN,noun
"
","
",SPACE,space
Exposition,exposition,NOUN,noun
du,de,ADP,adposition
mort,mort,NOUN,noun
et,et,CCONJ,coordinating conjunction
lamentation,lamentation,NOUN,noun
funèbre,funèbre,NOUN,noun
.,.,PUNCT,punctuation
Plaque,plaque,NOUN,noun
de,de,ADP,adposition
terre,terre,NOUN,noun
cuite,cuire,VERB,verb
peinte,peindre,VERB,verb
provenant,provenir,VERB,verb
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
.,.,PUNCT,punctuation
(,(,PUNCT,punctuation
Musée,musée,NOUN,noun
du,de,ADP,adposition
Louvre,Louvre,PROPN,proper noun
"
","
",SPACE,space
HÉRACLÈS,HÉRACLÈS,PROPN,proper noun
CONDUIT,CONDUIT,PROPN,proper noun
DANS,dans,ADP,adposition
L',le,DET,determiner
OLYMPE,OLYMPE,PROPN,proper noun
PAR,par,ADP,adposition
ATHENA,ATHENA,PROPN,proper noun
Peinture,peintur,ADJ,adjective
d',de,ADP,adposition
une,un,DET,determiner
amphore,amphore,NOUN,noun
trouvée,trouver,VERB,verb
à,à,ADP,adposition
Vulci,Vulci,PROPN,proper noun
(,(,PUNCT,punctuation
Musée,musée,NOUN,noun
de,de,ADP,adposition
Berlin,Berlin,PROPN,proper noun
),),PUNCT,punctuation
"
","
",SPACE,space
L',le,DET,determiner
autre,autre,PRON,pronoun
montre,montre,VERB,verb
au,au,ADP,adposition
revers,revers,NOUN,noun
la,le,DET,determiner
représentation,représentation,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
course,course,NOUN,noun
aux,à,ADP,adposition
flambeaux,flambeau,NOUN,noun
"
","
",SPACE,space
Le,le,DET,determiner
revers,revers,NOUN,noun
des,de,ADP,adposition
amphores,amphore,NOUN,noun
panathénaïques,panathénaïque,ADJ,adjective
représente,représenter,VERB,verb
l',le,DET,determiner
un,un,PRON,pronoun
des,de,ADP,adposition
concours,concours,NOUN,noun
"
","
",SPACE,space
Les,le,DET,determiner
sujets,sujet,NOUN,noun
sont,être,AUX,auxiliary
empruntés,emprunter,VERB,verb
aux,à,ADP,adposition
cérémonies,cérémonie,NOUN,noun
des,de,ADP,adposition
funérailles,funéraille,NOUN,noun
"
","
",SPACE,space
Revers,revers,NOUN,noun
du,de,ADP,adposition
vase,vase,NOUN,noun
Burgon,Burgon,PROPN,proper noun
.,.,PUNCT,punctuation
(,(,PUNCT,punctuation
British,British,X,other
Muséum,Muséum,PROPN,proper noun
.,.,PUNCT,punctuation
),),PUNCT,punctuation
"
","
",SPACE,space
Sur,sur,ADP,adposition
l',le,DET,determiner
un,un,PRON,pronoun
de,de,ADP,adposition
ces,ce,DET,determiner
deux,deux,NUM,numeral
tableaux,tableau,NOUN,noun
est,être,AUX,auxiliary
Athéna,Athéna,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
l',le,DET,determiner
attitude,attitude,NOUN,noun
guerrière,guerrier,ADJ,adjective
"
","
",SPACE,space
Sur,sur,ADP,adposition
l',le,DET,determiner
une,un,PRON,pronoun
des,de,ADP,adposition
faces,face,NOUN,noun
",",",",PUNCT,punctuation
montrant,montrer,VERB,verb
un,un,DET,determiner
chasseur,chasseur,NOUN,noun
accompagné,accompagner,VERB,verb
de,de,ADP,adposition
son,son,DET,determiner
chien,chien,NOUN,noun
"
","
",SPACE,space
Sur,sur,ADP,adposition
une,un,DET,determiner
amphore,amphore,NOUN,noun
de,de,ADP,adposition
Munich,Munich,PROPN,proper noun
",",",",PUNCT,punctuation
on,on,PRON,pronoun
voit,voir,VERB,verb
un,un,DET,determiner
athlète,athlèt,ADJ,adjective
vainqueur,vainqueur,NOUN,noun
"
","
",SPACE,space
des,de,ADP,adposition
sujets,sujet,NOUN,noun
plus,plus,ADV,adverb
ambitieux,ambitieux,ADJ,adjective
",",",",PUNCT,punctuation
par,par,ADP,adposition
exemple,exemple,NOUN,noun
Triptolème,triptolèm,ADJ,adjective
sur,sur,ADP,adposition
son,son,DET,determiner
char,char,NOUN,noun
et,et,CCONJ,coordinating conjunction
la,le,DET,determiner
Victoire,victoire,NOUN,noun
debout,debout,ADV,adverb
sur,sur,ADP,adposition
une,un,DET,determiner
proue,proue,NOUN,noun
de,de,ADP,adposition
vaisseau,vaisseau,NOUN,noun
"
","
",SPACE,space
est,être,AUX,auxiliary
représentée,représenter,VERB,verb
la,le,DET,determiner
cuisson,cuisson,NOUN,noun
des,de,ADP,adposition
vases,vase,NOUN,noun
"
","
",SPACE,space
l',le,DET,determiner
Athéna,Athéna,PROPN,proper noun
de,de,ADP,adposition
la,le,DET,determiner
figure,figure,NOUN,noun
",",",",PUNCT,punctuation
empruntée,emprunter,VERB,verb
à,à,ADP,adposition
une,un,DET,determiner
amphore,amphore,NOUN,noun
du,de,ADP,adposition
musée,musée,NOUN,noun
de,de,ADP,adposition
Leyde,Leyde,PROPN,proper noun
"
","
",SPACE,space
le,le,DET,determiner
revers,revers,NOUN,noun
offre,offrir,VERB,verb
un,un,DET,determiner
petit,petit,ADJ,adjective
éphèbe,éphèbe,NOUN,noun
nu,nu,ADJ,adjective
et,et,CCONJ,coordinating conjunction
courant,courant,NOUN,noun
"
","
",SPACE,space
les,le,DET,determiner
autres,autre,ADJ,adjective
fragments,fragment,NOUN,noun
montrent,montrer,VERB,verb
le,le,DET,determiner
cortège,cortège,NOUN,noun
funèbre,funèbre,NOUN,noun
"
","
",SPACE,space
montre,montre,VERB,verb
des,de,ADP,adposition
ouvriers,ouvrier,NOUN,noun
travaillant,travailler,VERB,verb
dans,dans,ADP,adposition
une,un,DET,determiner
carrière,carrière,NOUN,noun
"
","
",SPACE,space
on,on,PRON,pronoun
voit,voir,VERB,verb
Athéna,Athéna,PROPN,proper noun
",",",",PUNCT,punctuation
debout,debout,ADV,adverb
entre,entrer,ADP,adposition
deux,deux,NUM,numeral
colonnes,colonne,NOUN,noun
surmontées,surmonter,VERB,verb
d',de,ADP,adposition
un,un,DET,determiner
coq,coq,NOUN,noun
"
","
",SPACE,space
on,on,PRON,pronoun
y,y,PRON,pronoun
voit,voir,VERB,verb
le,le,DET,determiner
buste,buste,NOUN,noun
d',de,ADP,adposition
Athéna,Athéna,PROPN,proper noun
"
","
",SPACE,space
plaque,plaque,NOUN,noun
signée,signer,VERB,verb
du,de,ADP,adposition
nom,nom,NOUN,noun
de,de,ADP,adposition
Skythès,Skythès,PROPN,proper noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
représentant,représentant,NOUN,noun
Athéna,Athéna,PROPN,proper noun
sur,sur,ADP,adposition
un,un,DET,determiner
char,char,NOUN,noun
devant,devant,ADP,adposition
lequel,lequel,PRON,pronoun
marche,marche,VERB,verb
Hermès,Hermès,PROPN,proper noun
"
","
",SPACE,space
préparatifs,préparatif,ADJ,adjective
du,de,ADP,adposition
transport,transport,NOUN,noun
du,de,ADP,adposition
corps,corps,NOUN,noun
;,;,PUNCT,punctuation
comme,comme,ADP,adposition
sur,sur,ADP,adposition
un,un,DET,determiner
canthare,canthare,NOUN,noun
à,à,ADP,adposition
figures,figure,NOUN,noun
noires,noir,ADJ,adjective
du,de,ADP,adposition
Cabinet,cabinet,NOUN,noun
des,de,ADP,adposition
Médailles,médaille,NOUN,noun
"
","
",SPACE,space
sont,être,AUX,auxiliary
peints,peindre,VERB,verb
des,de,ADP,adposition
